# pombe-cerevisiae manually curated orthologs V2.23
SPAC1782.04	YLR204W(N)|YNL295W(C)
SPBC21D10.07	YBL059C-A|YKL137W
SPBC21C3.19	YHR087W
SPBC21C3.17c	YKL077W
SPBC21C3.15c	YHR039C
SPBC21C3.14c	NONE
SPBC21C3.12c	NONE
SPBC21C3.11	YMR067C
SPBC21C3.10c	YBR153W
SPBC21C3.09c	YNL168C
SPBC21C3.08c	YLR438W
SPBC21C3.07c	YOR239W
SPBC21C3.06	NONE
SPBC21C3.04c	YDR115W
SPBC21C3.03	YPL109C
SPBC21C3.02c	YAL013W
SPBC21B10.13c	YDR451C|YML027W
SPBC21B10.09	YBR220C
SPBC21B10.08c	NONE
SPBC21B10.07	YEL040W|YGR189C|YLR213C
SPBC21B10.06c	YMR163C
SPBC21B10.03c	YGR178C
SPBC21B10.02	NONE
SPBC216.04c	YCL033C
SPBC216.03	YMR090W
SPBC216.01c	YNL201C
SPBC215.13	NONE
SPBC215.11c	NONE
SPBC215.10	NONE
SPBC215.07c	YLR455W
SPBC215.06c	YCR087C-A
SPBC215.01	YGR100W
SPBC211.08c	YGR158C
SPBC211.05	YNL138W-A
SPBC211.03c	YEL022W|YJR031C
SPBC21.03c	NONE
SPBC21.02	YOR118W
SPBC20F10.10	YER059W|YIL050W
SPBC20F10.08c	YMR185W
SPBC20F10.07	YDR326C|YFL042C|YHR080C|YLR072W
SPBC20F10.05	NONE
SPBC20F10.03	NONE
SPBC20F10.02c	NONE
SPBC1E8.05	NONE
SPBC1E8.03c	NONE
SPBC1E8.02	NONE
SPBC1D7.03	YGL215W
SPBC1D7.01	YJL179W
SPBC1A4.11c	NONE
SPBC1A4.09	YOR243C
SPBC1A4.07c	YLL011W
SPBC1A4.06c	YGR046W
SPBC1A4.05	NONE
SPBC1A4.04	NONE
SPBC19G7.18c	NONE
SPBC19G7.17	YBR283C
SPBC19G7.14c	YNL051W
SPBC19G7.10c	YCR077C
SPBC19G7.08c	NONE
SPBC19G7.07c	YGR150C
SPBC19G7.04	YGR196C
SPBC19G7.02	YMR289W
SPBC19F8.05	NONE
SPBC19F8.04c	YGL085W
SPBC19F8.03c	YGR241C|YHR161C
SPBC19F8.02	NONE
SPBC19F5.05c	YGR103W
SPBC19F5.04	YER052C
SPBC19F5.03	YKL212W
SPBC19F5.02c	YDR324C
SPBC19C7.12c	YBR199W|YBR205W|YDR483W|YJL139C|YKR061W|YOR099W|YPL053C
SPBC19C7.11	YJR040W
SPBC19C7.10	NONE
SPBC19C7.08c	YOL141W
SPBC19C7.07c	YAR008W
SPBC19C7.06	YHR020W
SPBC19C7.05	YBR005W|YDR003W
SPBC19C7.04c	YGR273C|YMR295C
SPBC19C7.01	NONE
SPBC19C2.15c	YJL097W
SPBC19C2.13c	YNL119W
SPBC19C2.12	YPR100W
SPBC19C2.11c	YGL219C
SPBC19C2.10	NONE
SPBC19C2.08	YGR075C
SPBC19C2.06c	NONE
SPBC19C2.04c	NONE
SPBC1921.07c	YCL010C
SPBC1921.04c	NONE
SPBC18H10.20c	YOR322C
SPBC18H10.19	YLR360W
SPBC18H10.18c	NONE
SPBC18H10.17c	YDR296W
SPBC18H10.16	YBR235W
SPBC18H10.11c	NONE
SPBC18H10.09	NONE
SPBC18H10.08c	YDR069C|YER144C
SPBC18H10.07	NONE
SPBC18H10.05	YKL121W|YMR102C
SPBC18E5.14c	NONE
SPBC18E5.13	NONE
SPBC18E5.12c	YHR024C
SPBC18E5.10	NONE
SPBC18E5.08	NONE
SPBC18E5.07	YIR003W
SPBC18E5.05c	YHR187W
SPBC18E5.03c	YJR135C
SPBC18E5.02c	YMR296C
SPBC18E5.01	NONE
SPBC18A7.02c	YHL017W|YKL039W
SPBC18A7.01	NONE
SPBC1861.08c	YPL213W
SPBC1861.07	YPL046C
SPBC1861.06c	NONE
SPBC1861.05	NONE
SPBC1861.04c	YMR268C
SPBC1861.01c	YKL089W
SPBC1826.01c	YPL082C
SPBC17G9.13c	NONE
SPBC17G9.12c	YCR015C
SPBC17G9.06c	NONE
SPBC17G9.03c	YDR037W
SPBC17G9.02c	YLR418C
SPBC17D11.08	YPL247C
SPBC17D11.04c	YPR031W
SPBC17D11.03c	YJR111C
SPBC17D11.02c	YOL013C
SPBC17D11.01	NONE
SPBC17D1.07c	YPL242C
SPBC17D1.05	NONE
SPBC17D1.04	YMR270C
SPBC17D1.03c	YCR035C
SPBC17D1.02	YKL191W
SPBC17D1.01	YDR464W
SPBC17A3.09c	YJL046W
SPBC17A3.08	YBL055C
SPBC17A3.06	YIR026C
SPBC17A3.05c	NONE
SPBC17A3.04c	YGR264C
SPBC17A3.03c	YNL032W|YNL056W|YNL099C
SPBC17A3.02	YIL087C
SPBC17A3.01c	YPL063W
SPBC1778.09	NONE
SPBC1778.07	YMR209C|YNL092W
SPBC1778.05c	NONE
SPBC1778.03c	YGL067W
SPBC1773.17c	YNL274C
SPBC1773.16c	NONE
SPBC1773.15	YJR152W|YLR004C
SPBC1773.13	YGL202W|YHR137W
SPBC1773.12	NONE
SPBC1773.11c	YCR094W|YNL323W|YNR048W
SPBC1773.10c	YHR019C
SPBC1773.08c	YIL085C|YNL029C
SPBC1773.06c	NONE
SPBC1773.04	YDR541C|YGL039W|YGL157W|YOL151W
SPBC1773.03c	NONE
SPBC1773.02c	YIL010W
SPBC1773.01	YMR029C
SPBC1734.11	YNL064C
SPBC1734.10c	YJR141W
SPBC1734.09	YEL004W
SPBC1734.08	YHL002W
SPBC1734.07c	YDR108W
SPBC1734.04	YEL036C|YML115C
SPBC1734.03	YNL256W
SPBC1734.01c	YDR365C
SPBC1718.04	YBL011W|YKR067W
SPBC1711.16	YLR196W
SPBC1711.15c	NONE
SPBC1711.12	NONE
SPBC1711.11	YJL036W
SPBC1711.09c	YKR088C
SPBC1711.08	YDR214W
SPBC1711.07	YMR131C
SPBC1711.05	YKR092C
SPBC1711.04	YKR080W
SPBC1711.03	YKL207W
SPBC1709.19c	YKL040C
SPBC1709.17	YOR241W
SPBC1709.16c	NONE
SPBC1709.14	YPL096W
SPBC1709.13c	YHL039W|YPL208W
SPBC1709.10c	YNL259C
SPBC1709.09	YHR038W
SPBC1709.07	YLR100W
SPBC1709.03	NONE
SPBC1709.02c	YGR094W
SPBC1706.03	YBR179C
SPBC1703.13c	YER053C|YJR077C
SPBC1703.12	YBL067C|YER098W
SPBC1703.11	NONE
SPBC1703.09	NONE
SPBC1703.08c	YER183C
SPBC1703.07	NONE
SPBC1703.05	YNL207W
SPBC1703.03c	YDL063C
SPBC1703.01c	YBR257W
SPBC16H5.15	NONE
SPBC16H5.14c	YDL114W|YLR426W
SPBC16H5.13	NONE
SPBC16H5.12c	NONE
SPBC16H5.09c	YBR199W|YBR205W|YDR483W|YJL139C|YKR061W|YOR099W|YPL053C
SPBC16H5.08c	YER036C
SPBC16H5.04	YBR106W
SPBC16G5.19	NONE
SPBC16G5.17	NONE
SPBC16G5.16	NONE
SPBC16G5.13	NONE
SPBC16G5.10	YDL111C
SPBC16G5.09	YGL203C
SPBC16G5.07c	NONE
SPBC16G5.06	NONE
SPBC16G5.05c	YBL091C-A|YER120W
SPBC16G5.04	YOR150W
SPBC16G5.03	NONE
SPBC16G5.02c	YCR036W
SPBC16E9.19	NONE
SPBC16E9.18	YNL169C
SPBC16E9.16c	NONE
SPBC16E9.15	NONE
SPBC16E9.14c	YNR039C
SPBC16E9.10c	YLL034C
SPBC16E9.09c	YGL002W|YHR110W
SPBC16E9.07	NONE
SPBC16E9.03c	YIL157C
SPBC16E9.02c	YOR042W|YDR273W
SPBC16E9.01c	YKL109W
SPBC16D10.10	YJL035C
SPBC16D10.08c	YLL026W
SPBC16D10.06	YGL255W|YLR130C
SPBC16D10.01c	YDR161W
SPBC16C6.12c	YKR063C
SPBC16C6.05	YJR014W
SPBC16C6.04	NONE
SPBC16C6.03c	YPL193W
SPBC16C6.01c	YDR257C
SPBC16A3.19	YNL136W
SPBC16A3.17c	YCL069W|YGR224W|YPR198W
SPBC16A3.16	YJR034W
SPBC16A3.14	YDR347W|YJR101W
SPBC16A3.12c	YKL140W
SPBC16A3.10	YOR175C
SPBC16A3.08c	YLR150W
SPBC16A3.06	YGL243W
SPBC16A3.04	YIL093C
SPBC16A3.02c	YMR152W
SPBC1685.16	YCL005W-A
SPBC1685.14c	YNL212W
SPBC1685.13	YGR131W|YPR149W
SPBC1685.12c	NONE
SPBC1685.08	YPL181W
SPBC1685.07c	YBL089W|YER119C|YIL088C
SPBC1685.05	YNL123W
SPBC1685.04	NONE
SPBC1683.13c	YLR098C|YOR337W
SPBC1683.12	YGR260W
SPBC1683.11c	YER065C|YPR006C
SPBC1683.10c	YLR220W
SPBC1683.06c	YDR400W
SPBC1683.05	YBL042C|YBR021W|YIR028W 
SPBC1683.04	NONE
SPBC1683.03c	YOR378W
SPBC1683.02	NONE
SPBC1683.01	YML123C
SPBC1677.03c	YER086W
SPBC1652.01	YDR169C
SPBC1604.19c	YDR108W
SPBC1604.18c	YJL049W
SPBC1604.17c	YJR136C
SPBC1604.16c	NONE
SPBC1604.13c	YCR003W
SPBC1604.12	NONE
SPBC1604.09c	YOL080C
SPBC1604.06c	YPR144C
SPBC1604.04	YGR096W
SPBC1604.03c	NONE
SPBC1604.02c	NONE
SPBC1604.01	NONE
SPBC15D4.13c	NONE
SPBC15D4.12c	NONE
SPBC15D4.11c	NONE
SPBC15D4.09c	YJR130C|YLL058W|YML082W
SPBC15D4.08c	NONE
SPBC15D4.06	YPR051W
SPBC15D4.05	YNR029C
SPBC15D4.02	NONE
SPBC15D4.01c	NONE
SPBC15C4.06c	YBR062C
SPBC15C4.05	NONE
SPBC15C4.04c	YDL210W|YGL077C|YKL174C
SPBC15C4.03	YOR370C
SPBC15C4.02	YLR253W
SPBC1539.10	YER002W
SPBC1539.08	YOR094W
SPBC1539.07c	YDL168W
SPBC1539.06	YGR037C
SPBC1539.05	YER157W
SPBC1539.04	YGR026W|YLL023C|YLR064W
SPBC1539.03c	YHR018C
SPBC1539.02	NONE
SPBC1539.01c	YLR312W-A
SPBC14F5.13c	YDR481C
SPBC14F5.11c	YDR425W
SPBC14F5.10c	NONE
SPBC14F5.07	YIL030C
SPBC14F5.06	YDR091C
SPBC14F5.02	YGR166W
SPBC14F5.01	NONE
SPBC14C8.17c	YLR055C
SPBC14C8.15	YKL140W
SPBC14C8.13	YLR412W
SPBC14C8.11c	NONE
SPBC14C8.10	YMR193W
SPBC14C8.09c	NONE
SPBC14C8.04	YCL009C
SPBC14C8.02	YIL022W
SPBC146.08c	NONE
SPBC146.06c	NONE
SPBC146.04	YPR037C
SPBC146.02	NONE
SPBC146.01	YOL051W
SPBC13G1.15c	NONE
SPBC13G1.14c	NONE
SPBC13G1.10c	YGR271W
SPBC13G1.09	YBR247C
SPBC13G1.07	YDR126W
SPBC13G1.05	YER140W
SPBC13G1.04c	NONE
SPBC13G1.03c	YGL153W
SPBC13G1.02	NONE
SPBC13G1.01c	YNL137C
SPBC13E7.11	YGR101W
SPBC13E7.08c	YOR123C
SPBC13E7.07	NONE
SPBC13E7.06	NONE
SPBC13E7.03c	YOR359W
SPBC13A2.04c	YKR093W
SPBC13A2.03	YBR029C
SPBC13A2.02	YJL061W
SPBC13A2.01c	YPL178W
SPBC1348.14c	YDL245C|YDR342C|YDR343C|YDR536W|YEL069C|YGR289C|YHR092C|YHR094C|YHR096C|YJL214W|YJL219W|YJR158W|YLR081W|YMR011W|YNL318C|YNR072W|YOL156W
SPBC1348.10c	YMR006C|YMR008C|YOL011W
SPBC1348.09	NONE
SPBC1348.08c	NONE
SPBC1348.07	NONE
SPBC1348.06c	YGL258W|YOR387C
SPBC1348.05	NONE
SPBC1348.04	NONE
SPBC1348.03	NONE
SPBC1348.02	NONE
SPBC1348.01	NONE
SPBC1347.14c	NONE
SPBC1347.13c	YOR201C
SPBC1347.12	YHR129C
SPBC1347.11	NONE
SPBC1347.09	YOL096C
SPBC1347.08c	YDR279W
SPBC1347.07	YLR059C
SPBC1347.05c	YMR214W
SPBC1347.04	YJL054W
SPBC1347.01c	YOR346W
SPBC1306.02	YPL183C
SPBC1306.01c	YLR069C
SPBC12D12.05c	YNL083W
SPBC12C2.14c	NONE
SPBC12C2.11	YKL104C|YMR084W
SPBC12C2.09c	YDR492W|YOL002C
SPBC12C2.08	YLL001W
SPBC12C2.07c	YLR146C|YPR069C
SPBC12C2.06	YOR046C
SPBC12C2.05c	YHR114W
SPBC12C2.04	NONE
SPBC12C2.03c	NONE
SPBC12C2.01c	NONE
SPBC1289.17	NONE
SPBC1289.16c	NONE
SPBC1289.15	NONE
SPBC1289.14	NONE
SPBC1289.13c	YDR245W|YJL183W
SPBC1289.12	NONE
SPBC1289.10c	YER109C
SPBC1289.08	YDL103C
SPBC1289.06c	NONE
SPBC1289.01c	YBL061C|YDL203C|YER096W
SPBC1271.15c	YOL023W
SPBC1271.14	YMR062C
SPBC1271.13	YJL063C
SPBC1271.11	YNL003C
SPBC1271.10c	YNR055C
SPBC1271.09	YCR098C
SPBC1271.08c	NONE
SPBC1271.07c	NONE
SPBC1271.06c	NONE
SPBC1271.05c	YOR052C
SPBC1271.04c	YHR068W
SPBC1271.03c	YLL010C|YLR019W
SPBC1215.02c	YOL076W
SPBC1215.01	YGR112W
SPBC11G11.07	YOR160W
SPBC11G11.03	YKL009W
SPBC11G11.01	YIL065C
SPBC11C11.11c	YDR332W
SPBC11C11.10	YNL292W
SPBC11C11.06c	NONE
SPBC11C11.05	YDL049C|YJL174W
SPBC11C11.01	NONE
SPBC11B10.08	YFL010C
SPBC11B10.07c	YCR094W|YNL323W|YNR048W
SPBC11B10.04c	YDR337W
SPBC11B10.03	YML071C
SPBC1198.10c	YCR024C
SPBC1198.08	YFR044C
SPBC1198.07c	YKL046C|YMR238W
SPBC1198.06c	YKL046C|YMR238W
SPBC1198.05	YDR454C
SPBC1198.03c	NONE
SPBC1198.01	YDL168W
SPBC119.18	YKL053C-A
SPBC119.17	YDR430C
SPBC119.16c	YKL047W
SPBC119.15	YJR072C
SPBC119.12	YOR216C
SPBC119.10	YGR124W|YPR145W
SPBC119.09c	YGR038W|YLR350W
SPBC119.05c	YGR136W|YPR154W
SPBC119.03	NONE
SPBC115.03	YMR315W
SPBC115.02c	YEL052W
SPBC1105.18c	YLR281C
SPBC1105.13c	NONE
SPBC1105.08	YDR107C|YLR083C
SPBC1105.01	YPL012W
SPBC106.19	NONE
SPBC106.17c	NONE
SPBC106.16	YOL038W
SPBC106.13	YIL097W
SPBC106.12c	NONE
SPBC106.08c	NONE
SPBC106.07c	YGR147C
SPBC106.05c	YDR322C-A
SPBC106.03	YHR017W
SPCC553.09c	YBL035C
SPAC1687.11	YCL054W
SPAPYUK71.03c	YML072C|YNL087W|YOR086C
SPAPYUG7.06	NONE
SPAPYUG7.05	YER023W
SPAPJ696.02	YFR024C-A|YHR016C
SPAPJ695.01c	NONE
SPAPJ691.03	YCL057C-A
SPAPJ691.02	YBL049W
SPAPB8E5.10	NONE
SPAPB8E5.09	YDR190C
SPAPB8E5.08	NONE
SPAPB8E5.07c	YPL012W
SPAPB8E5.04c	YDL046W
SPAPB2C8.01	NONE
SPAPB2B4.07	NONE
SPAPB2B4.06	YBL095W
SPAPB2B4.04c	YGL006W
SPAPB24D3.09c	YDR011W|YDR406W|YNR070W|YOR153W|YOR328W|YPL058C
SPAPB24D3.08c	YML131W
SPAPB24D3.07c	NONE
SPAPB24D3.06c	NONE
SPAPB24D3.03	NONE
SPAPB24D3.02c	YDL210W|YGL077C|YKL174C
SPAPB24D3.01	NONE
SPAPB21F2.03	YGR081C
SPAPB21F2.02	YDR141C
SPAPB1E7.11c	NONE
SPAPB1E7.08c	NONE
SPAPB1E7.07	YDL171C
SPAPB1E7.05	YPL110C
SPAPB1E7.04c	YDR371W|YLR286C
SPAPB1E7.03	YPR190C
SPAPB1E7.01c	NONE
SPAPB1A11.04c	NONE
SPAPB1A11.02	NONE
SPAPB1A11.01	NONE
SPAPB1A10.15	YLR242C
SPAPB1A10.14	NONE
SPAPB1A10.13	NONE
SPAPB1A10.12c	YML086C
SPAPB1A10.11c	YOL033W
SPAPB1A10.08	NONE
SPAPB1A10.07c	YDR105C
SPAPB1A10.06c	YMR128W
SPAPB1A10.05	NONE
SPAPB1A10.02	YDL139C
SPAPB18E9.05c	NONE
SPAPB18E9.04c	NONE
SPAPB17E12.14c	YIL107C
SPAPB17E12.12c	YPR011C
SPAPB17E12.11	YML019W|YOR085W
SPAPB17E12.10c	NONE
SPAPB17E12.09	NONE
SPAPB17E12.08	YNL080C
SPAPB17E12.07c	YLR105C
SPAPB17E12.06	YPL255W
SPAPB17E12.03	YMR026C
SPAPB15E9.02c	NONE
SPAPB15E9.01c	NONE
SPAP8A3.14c	YLR139C
SPAP8A3.13c	YGR066C
SPAP8A3.12c	NONE
SPAP8A3.11c	YHR168W
SPAP8A3.10	YLR193C
SPAP8A3.07c	YBR249C|YDR035W
SPAP8A3.06	NONE
SPAP8A3.05	YOR076C
SPAP8A3.03	YIL023C
SPAP8A3.02c	NONE
SPAP7G5.06	YBR068C|YBR069C|YCL025C|YDR046C|YDR508C|YEL063C|YGR191W|YKR039W|YNL268W|YNL270C|YOL020W|YOR348C|YPL265W
SPAP7G5.03	YNL279W
SPAP32A8.03c	NONE
SPAP32A8.02	YJR096W
SPAP27G11.16	NONE
SPAP27G11.14c	NONE
SPAP27G11.12	YLR436C
SPAP27G11.11c	NONE
SPAP27G11.09c	YBL033C
SPAP27G11.08c	NONE
SPAP27G11.07c	YGR262C
SPAP27G11.06c	YLR170C
SPAP27G11.04c	YLR316C
SPAP27G11.03	YLR215C
SPAP27G11.02	YKL133C|YMR115W
SPAP19A11.05c	YNL005C
SPAP14E8.05c	YJR085C
SPAP14E8.02	YDR501W|YLR183C
SPAP11E10.01	YGL159W
SPACUNK4.19	NONE
SPACUNK4.17	NONE
SPACUNK4.16c	YML100W|YMR261C
SPACUNK4.15	YGR247W
SPACUNK4.14	NONE
SPACUNK4.13c	YHL014C
SPACUNK4.12c	YLR389C
SPACUNK4.11c	YNR024W
SPACUNK4.10	YNL274C
SPACUNK4.09	NONE
SPACUNK4.08	YHR028C|YOR219C
SPAC9G1.13c	YGR002C
SPAC9G1.10c	YOR109W
SPAC9G1.08c	NONE
SPAC9G1.07	NONE
SPAC9G1.05	YMR092C
SPAC9E9.17c	NONE
SPAC9E9.15	NONE
SPAC9E9.12c	YDR135C|YGR281W|YHL035C|YLL015W|YLL048C
SPAC9E9.09c	YER073W|YOR374W|YPL061W
SPAC9E9.06c	YCR053W
SPAC9E9.05	YPR171W
SPAC9E9.04	YDL072C|YKL065C|YMR040W
SPAC9E9.02	NONE
SPAC9E9.01	NONE
SPAC977.17	YFL054C
SPAC977.15	YAL049C
SPAC977.14c	YPL088W
SPAC977.12	YLR155C|YLR157C|YLR158C|YLR160C
SPAC977.11	YOR390W|YPL279C
SPAC977.09c	YMR006C|YMR008C|YOL011W
SPAC977.08	YIL124W
SPAC977.07c	NONE
SPAC977.06	NONE
SPAC977.05c	YGL258W|YOR387C
SPAC977.03	NONE
SPAC977.02	NONE
SPAC977.01	NONE
SPAC959.10	YMR059W
SPAC959.05c	YIL005W
SPAC959.04c	NONE
SPAC959.03c	YER082C
SPAC926.08c	YKR081C
SPAC926.07c	YDR424C
SPAC926.06c	NONE
SPAC926.05c	YJR097W
SPAC926.02	YNL193W
SPAC922.07c	YMR169C|YMR170C
SPAC922.06	YNL202W
SPAC922.05c	NONE
SPAC922.04	NONE
SPAC922.03	NONE
SPAC9.11	NONE
SPAC9.10	YDL210W|YGL077C|YKL174C
SPAC9.08c	NONE
SPAC9.07c	YAL036C
SPAC9.06c	YJR024C
SPAC9.02c	YDR071C
SPAC8F11.08c	NONE
SPAC8F11.06	YGL247W|YHR036W
SPAC8F11.05c	NONE
SPAC8F11.04	YHR052W|YKR060W
SPAC8F11.02c	YBL071W-A
SPAC8E11.08c	NONE
SPAC8E11.06	NONE
SPAC8E11.05c	YBL010C
SPAC8E11.04c	NONE
SPAC8E11.01c	YIL162W
SPAC8C9.19	YJL127C-B
SPAC8C9.16c	YPL196W
SPAC8C9.12c	YJL133W|YKR052C
SPAC8C9.11	YGL220W
SPAC8C9.09c	NONE
SPAC8C9.07	YLR068W
SPAC8C9.06c	YLR067C
SPAC8C9.05	YDL219W
SPAC8C9.04	NONE
SPAC890.06	YBL079W|YER105C
SPAC890.05	YGR280C
SPAC890.04c	YOR272W
SPAC869.11	YBR068C|YBR069C|YCL025C|YDR046C|YDR508C|YEL063C|YGR191W|YKR039W|YNL268W|YNL270C|YOL020W|YOR348C|YPL265W
SPAC869.10c	YBR068C|YBR069C|YCL025C|YDR046C|YDR508C|YEL063C|YGR191W|YKR039W|YNL268W|YNL270C|YOL020W|YOR348C|YPL265W
SPAC869.09	NONE
SPAC869.08	NONE
SPAC869.06c	NONE
SPAC869.05c	YBR294W|YLR092W
SPAC869.04	NONE
SPAC869.03c	YHL016C
SPAC869.02c	YGR234W
SPAC869.01	NONE
SPAC824.09c	YDR524C|YIL044C
SPAC824.07	YDR272W|YOR040W
SPAC824.04	YKL018W
SPAC824.03c	YOR305W
SPAC824.02	YFL025C
SPAC823.14	YNL010W
SPAC823.13c	YDR393W
SPAC823.12	YMR231W
SPAC823.11	YJL134W|YKR053C
SPAC823.10c	YDL119C
SPAC823.09c	NONE
SPAC823.08c	YHR065C
SPAC823.07	YCR044C
SPAC823.04	YOR287C
SPAC823.02	NONE
SPAC821.13c	YMR162C
SPAC821.05	NONE
SPAC821.03c	NONE
SPAC806.11	NONE
SPAC806.08c	NONE
SPAC806.06c	YGR010W|YLR328W
SPAC806.05	NONE
SPAC806.04c	YMR027W
SPAC7D4.15c	YDL232W
SPAC7D4.14c	NONE
SPAC7D4.13c	NONE
SPAC7D4.12c	YJL107C
SPAC7D4.09c	YIL049W
SPAC7D4.08	NONE
SPAC7D4.05	YMR130W
SPAC7D4.03c	YDL073W
SPAC7D4.02c	NONE
SPAC750.08c	YKL029C
SPAC750.07c	NONE
SPAC750.06c	NONE
SPAC750.05c	NONE
SPAC750.04c	NONE
SPAC750.03c	NONE
SPAC750.02c	NONE
SPAC732.02c	YJL155C
SPAC6G9.16c	YGL090W
SPAC6G9.15c	NONE
SPAC6G9.14	YGL014W|YGL178W
SPAC6G9.08	YFR010W
SPAC6G9.05	YLR151C
SPAC6G9.03c	YNL206C
SPAC6G9.01c	NONE
SPAC6G10.10c	NONE
SPAC6G10.09	YGL027C
SPAC6G10.07	YMR125W
SPAC6G10.06	YHR009C
SPAC6G10.05c	YDR407C
SPAC6G10.04c	YMR314W
SPAC6G10.03c	YGR110W
SPAC6F6.16c	YIL009C-A
SPAC6F6.13c	YFL034W
SPAC6F6.12	YJL036W
SPAC6F6.11c	YEL029C|YNR027W
SPAC6F6.09	YJR082C
SPAC6F6.05	YOR103C
SPAC6F6.04c	NONE
SPAC6F6.03c	YNR053C
SPAC6F6.01	YGR217W
SPAC6F12.17	YMR061W
SPAC6F12.16c	YJL050W
SPAC6F12.13c	YJL167W
SPAC6F12.08c	YBR102C
SPAC6F12.06	YDL135C
SPAC6F12.04	YDR100W
SPAC6C3.09	NONE
SPAC6C3.08	YGR232W
SPAC6C3.07	NONE
SPAC6C3.06c	YIL048W
SPAC6C3.05	NONE
SPAC6C3.03c	NONE
SPAC6C3.02c	YMR002W
SPAC6B12.18	YJL184W
SPAC6B12.14c	YJR056C
SPAC6B12.13	YFR003C
SPAC6B12.08	YNL227C
SPAC6B12.07c	NONE
SPAC6B12.06c	YNL213C
SPAC6B12.05c	YNL215W
SPAC6B12.04c	YJL060W
SPAC6B12.03c	YBR270C|YJL058C
SPAC6B12.02c	YLR320W
SPAC694.04c	YER156C
SPAC694.03	YCL047C
SPAC694.02	NONE
SPAC688.14	YDR257C
SPAC688.12c	NONE
SPAC688.09	YBR192W
SPAC688.07c	NONE
SPAC688.03c	YOR289W
SPAC683.03	NONE
SPAC683.02c	NONE
SPAC664.15	YJL112W|YKR036C
SPAC664.13	NONE
SPAC664.12c	YDR379C-A
SPAC664.08c	YDR299W
SPAC664.03	YBR279W
SPAC664.02c	YOR141C
SPAC652.01	NONE
SPAC644.17c	YGR220C
SPAC644.16	YGL044C
SPAC644.13c	YGL198W
SPAC644.11c	YGL059W|YIL042C
SPAC644.10	YMR112C
SPAC644.09	YBL036C
SPAC644.08	YEL038W
SPAC644.07	YDR375C
SPAC644.05c	YBR252W
SPAC637.13c	YIL105C|YNL047C
SPAC637.09	YGR276C
SPAC637.08	YGL091C
SPAC637.06	YDR245W|YJL183W
SPAC637.04	YGR198W
SPAC637.03	NONE
SPAC631.02	YDL070W|YLR399C
SPAC630.15	NONE
SPAC630.12	YDR182W
SPAC630.10	YBR141C
SPAC630.09c	YGR205W
SPAC630.08c	YGR060W
SPAC630.07c	NONE
SPAC630.06c	YNL050C
SPAC630.05	YDL234C
SPAC630.04c	NONE
SPAC607.08c	YFL034W
SPAC607.07c	NONE
SPAC607.06c	YIL108W
SPAC607.04	YDR173C
SPAC607.02c	NONE
SPAC5H10.12c	YOR320C
SPAC5H10.10	YHR179W|YPL171C
SPAC5H10.09c	YBR176W
SPAC5H10.08c	YIL145C
SPAC5H10.07	NONE
SPAC5H10.05c	NONE
SPAC5H10.04	YHR179W|YPL171C
SPAC5H10.03	YKL128C
SPAC5H10.02c	YDR533C|YMR322C|YOR391C|YPL280W
SPAC5H10.01	NONE
SPAC5D6.13	YDR372C
SPAC5D6.12	YDL044C
SPAC5D6.10c	NONE
SPAC5D6.09c	YCR010C|YDR384C|YNR002C
SPAC5D6.07c	NONE
SPAC5D6.06c	YBR070C
SPAC5D6.04	YBR287W
SPAC5D6.02c	NONE
SPAC589.12	YCR017C
SPAC589.11	YOL114C
SPAC589.10c	YLR167W
SPAC589.09	YLR380W
SPAC589.07c	YFR021W
SPAC589.06c	YBR106W
SPAC589.05c	NONE
SPAC589.04	YMR060C
SPAC589.03c	YDR060W
SPAC57A7.13	NONE
SPAC57A7.12	YHR064C
SPAC57A7.09	YBR062C
SPAC57A7.07c	YLL062C|YPL273W
SPAC57A7.06	YML093W
SPAC57A7.05	YDL231C
SPAC57A7.04c	YER165W
SPAC57A10.09c	YBR089C-A|YPR052C
SPAC57A10.08c	YBR204C
SPAC57A10.07	YOR238W
SPAC57A10.06	NONE
SPAC57A10.04	NONE
SPAC56F8.15	NONE
SPAC56F8.14c	NONE
SPAC56F8.13	NONE
SPAC56F8.12	NONE
SPAC56F8.07	YLR050C
SPAC56F8.05c	YIL041W
SPAC56F8.03	YAL035W
SPAC56F8.02	YOR093C
SPAC56E4.07	NONE
SPAC56E4.05	YLR065C
SPAC56E4.03	YGL202W|YHR137W
SPAC521.04c	YNL321W
SPAC521.03	YMR226C
SPAC521.02	YHR134W
SPAC513.07	YDR541C|YGL039W|YGL157W|YOL151W
SPAC513.06c	NONE
SPAC513.04	NONE
SPAC513.02	YKL128C
SPAC4H3.14c	NONE
SPAC4H3.13	YKR095W-A
SPAC4H3.12c	NONE
SPAC4H3.11c	NONE
SPAC4H3.09	YKL192C
SPAC4H3.08	YKR009C
SPAC4H3.07c	YOR285W|YOR286W
SPAC4H3.06	NONE
SPAC4H3.04c	YJR008W
SPAC4H3.03c	NONE
SPAC4H3.02c	YAL011W
SPAC4H3.01	YER048C|YIR004W
SPAC4G9.20c	YBR104W|YPR058W
SPAC4G9.19	YPR061C
SPAC4G9.17c	YBR251W
SPAC4G9.15	YBR159W
SPAC4G9.14	YLR251W
SPAC4G9.12	YDR248C
SPAC4G9.07	NONE
SPAC4G9.06c	YER030W
SPAC4G9.05	YLL013C
SPAC4G9.04c	YDR228C
